amfi_code,scheme_name,annualized_std_dev,max_drawdown,beta,alpha,latest_nav,sma_30_latest,ema_30_latest,cluster,risk_profile
119094,Scheme 119094,1.0960781186387607,-0.702055269970222,1.4956353099463164,6.40454366974823,203.8581,195.47013333333334,197.67058661101922,2,Medium Risk
119095,Scheme 119095,1.0751463224684532,-0.5244791190937518,1.10228530298432,1.518961390730522,56.1319,59.46212333333334,58.67650418494331,2,Medium Risk
119120,Scheme 119120,0.2495788604346904,-0.24090961099437166,0.3484373256101748,0.021147291575079094,54.2038,54.59399333333333,54.522396525044215,0,Low Risk
119551,Scheme 119551,0.9068198653114883,-0.6651354531593243,0.9634899129768167,7.55716008650381,149.3216,143.87434,144.20602404243832,2,Medium Risk
119552,Scheme 119552,0.7539822319925957,-0.5843084668271579,0.07963483970691905,1.6294918304177033,137.7323,135.86355666666665,136.0946791958809,2,Medium Risk
119598,Scheme 119598,1.303716846217805,-0.7110762759776457,0.9365270642450537,6.9904691176702025,309.205,292.85215,295.73631881450893,2,Medium Risk
119599,Scheme 119599,1.1631922035957887,-0.525742211701285,-0.076511033532463,3.0859865531860966,105.4849,100.46496666666667,100.29115366420356,2,Medium Risk
120503,Scheme 120503,0.8138957512231363,-0.5077387972331191,0.11022770408140949,1.253443097887895,118.1496,114.56116666666667,114.34758118550042,2,Medium Risk
120504,Scheme 120504,0.87280822467386,-0.628654812305268,0.6629961825126304,2.7646662422308963,151.1311,153.38897666666668,152.90651497062208,2,Medium Risk
120505,Scheme 120505,1.1490012843321311,-0.7104405906674146,0.6989340997053743,5.344120233511991,473.764,460.2904933333333,460.25474863214015,2,Medium Risk
120506,Scheme 120506,0.74923569263938,-0.5075827906492686,0.42895337248554316,1.7470633319344937,404.4207,397.79653666666667,397.1505092054814,2,Medium Risk
120507,Scheme 120507,0.23586093464498536,-0.25902746631557844,0.20568574956471541,0.13315174722622242,388.5939,386.2238066666667,386.21585811215584,0,Low Risk
120841,Scheme 120841,0.7429313028312485,-0.46158454759803297,0.8674874080487935,2.411814886515816,482.127,455.0945,460.9635099665861,2,Medium Risk
120842,Scheme 120842,0.6582487603443679,-0.29190165581976246,0.13700785409824243,0.7139661639263138,82.6457,78.04874666666667,78.08339897594196,0,Low Risk
120843,Scheme 120843,1.1338156614739905,-0.7506425862601452,1.259118846243443,8.295928940264231,163.2397,173.07803666666666,169.81658436485898,2,Medium Risk
120844,Scheme 120844,0.225748219058554,-0.24924912682604805,0.213068228475954,0.0960240825916898,4268.5497,4241.560399999999,4242.114007969129,0,Low Risk
125497,Scheme 125497,0.8441670831539411,-0.5775353056826659,0.48995089725200563,3.0831011529191814,1204.9571,1220.72513,1202.5414662795845,2,Medium Risk
125498,Scheme 125498,0.7593806903695313,-0.4799695765530506,0.34227783826470076,1.4362178990731955,188.3619,183.40139,182.7182720246927,2,Medium Risk
148567,Scheme 148567,1.0566966795771149,-0.697325353647861,0.4582657728267391,8.374121201331459,230.2708,238.5310333333333,235.36692405878222,2,Medium Risk
148568,Scheme 148568,0.8971322448423459,-0.6113260214851628,0.8427880640928974,5.595176045871226,205.451,201.31411666666665,200.11809372352133,2,Medium Risk
148569,Scheme 148569,0.9925027961302609,-0.6851643237388391,-0.39293884371330184,7.135747372827221,97.7435,88.44458333333334,89.08299403319403,2,Medium Risk
149322,Scheme 149322,0.7115824406950026,-0.5359472489527253,0.1471381428755801,2.4194996663467268,606.2349,609.5592766666667,611.5258519342642,2,Medium Risk
149323,Scheme 149323,1.098562668653083,-0.7108350846434639,0.6465842911962265,2.713569633444714,245.3651,248.41989,247.69055181329657,2,Medium Risk
149324,Scheme 149324,1.3502466841445566,-0.7723115616761282,-0.3393382593406926,49.63239173151055,279.7511,304.4289233333333,294.7363505254924,1,High Risk
