company_id,year,pattern_label,description
4.0,2021.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
4.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
4.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
4.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
5.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2016.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
5.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
5.0,2024.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
6.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2019.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
6.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2022.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
6.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
6.0,2024.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
7.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
7.0,2012.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
7.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2017.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
7.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2019.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
7.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
7.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
8.0,2012.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
8.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2019.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
8.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2021.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
8.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
8.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2015.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
9.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2019.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
9.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
9.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
10.0,2015.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
10.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
10.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
11.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2017.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
11.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
11.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
12.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2013.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
12.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
12.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2021.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
12.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
12.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2018.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
13.0,2019.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
13.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
13.0,2023.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
13.0,2024.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
14.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
14.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2016.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
14.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2019.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
14.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2022.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
14.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
14.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
15.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
15.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2016.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
15.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2020.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
15.0,2021.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
15.0,2022.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
15.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
15.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
16.0,2012.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
16.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
16.0,2015.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
16.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2022.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
16.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
16.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2012.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2013.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2015.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2016.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2017.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2020.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2022.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
17.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
17.0,2024.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
18.0,2011.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
18.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
18.0,2024.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
19.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2018.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
19.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
19.0,2024.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
20.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2013.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2014.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
20.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2016.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
20.0,2017.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
20.0,2018.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
20.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2021.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
20.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
20.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2012.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
21.0,2013.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
21.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2020.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
21.0,2021.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
21.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
21.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2013.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
22.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2015.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2016.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2018.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2023.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
22.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2011.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2012.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2013.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
23.0,2014.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2015.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
23.0,2016.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
23.0,2017.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2018.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
23.0,2019.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2020.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2021.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2022.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
23.0,2023.0,AGGRESSIVE_EXPANSION,Reinvesting >60% CFO into CapEx
23.0,2024.0,BALANCED_GROWTH,Reinvesting CFO while reducing debt/paying dividend
